"profileID","respID","qID","altID","obsID","price","origin","processing","Specialty_Coffee"
15,220,8,3,3512,11,"Colombia Cauca","Washed","SCA Score: 90"
9,220,9,1,3513,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,220,9,2,3513,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,220,9,3,3513,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,220,10,1,3514,11,"Colombia Cauca","Washed","SCA Score: 90"
9,220,10,2,3514,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,220,10,3,3514,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,220,11,1,3515,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,220,11,2,3515,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,220,11,3,3515,30,"Colombia Cauca","Natural","SCA Score: 90"
10,220,12,1,3516,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,220,12,2,3516,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,220,12,3,3516,30,"Colombia Cauca","Natural","SCA Score: 80"
7,220,13,1,3517,11,"Colombia Cauca","Washed","SCA Score: 80"
15,220,13,2,3517,11,"Colombia Cauca","Washed","SCA Score: 90"
16,220,13,3,3517,30,"Colombia Cauca","Washed","SCA Score: 90"
12,220,14,1,3518,30,"Colombia Cauca","Natural","SCA Score: 90"
4,220,14,2,3518,30,"Colombia Cauca","Natural","SCA Score: 80"
3,220,14,3,3518,11,"Colombia Cauca","Natural","SCA Score: 80"
5,220,15,1,3519,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,220,15,2,3519,11,"Colombia Cauca","Natural","SCA Score: 90"
10,220,15,3,3519,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,220,16,1,3520,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,220,16,2,3520,11,"Colombia Cauca","Washed","SCA Score: 80"
11,220,16,3,3520,11,"Colombia Cauca","Natural","SCA Score: 90"
3,221,1,1,3521,11,"Colombia Cauca","Natural","SCA Score: 80"
8,221,1,2,3521,30,"Colombia Cauca","Washed","SCA Score: 80"
9,221,1,3,3521,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,221,2,1,3522,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,221,2,2,3522,11,"Colombia Cauca","Natural","SCA Score: 80"
1,221,2,3,3522,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,221,3,1,3523,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,221,3,2,3523,30,"Colombia Cauca","Washed","SCA Score: 90"
8,221,3,3,3523,30,"Colombia Cauca","Washed","SCA Score: 80"
4,221,4,1,3524,30,"Colombia Cauca","Natural","SCA Score: 80"
10,221,4,2,3524,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,221,4,3,3524,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,221,5,1,3525,30,"Colombia Cauca","Washed","SCA Score: 80"
6,221,5,2,3525,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,221,5,3,3525,11,"Colombia Cauca","Washed","SCA Score: 80"
6,221,6,1,3526,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,221,6,2,3526,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,221,6,3,3526,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,221,7,1,3527,11,"Colombia Cauca","Natural","SCA Score: 90"
12,221,7,2,3527,30,"Colombia Cauca","Natural","SCA Score: 90"
6,221,7,3,3527,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,221,8,1,3528,30,"Colombia Cauca","Washed","SCA Score: 90"
1,221,8,2,3528,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,221,8,3,3528,11,"Colombia Cauca","Washed","SCA Score: 90"
9,221,9,1,3529,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,221,9,2,3529,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,221,9,3,3529,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,221,10,1,3530,11,"Colombia Cauca","Washed","SCA Score: 90"
9,221,10,2,3530,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,221,10,3,3530,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,221,11,1,3531,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,221,11,2,3531,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,221,11,3,3531,30,"Colombia Cauca","Natural","SCA Score: 90"
10,221,12,1,3532,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,221,12,2,3532,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,221,12,3,3532,30,"Colombia Cauca","Natural","SCA Score: 80"
7,221,13,1,3533,11,"Colombia Cauca","Washed","SCA Score: 80"
15,221,13,2,3533,11,"Colombia Cauca","Washed","SCA Score: 90"
16,221,13,3,3533,30,"Colombia Cauca","Washed","SCA Score: 90"
12,221,14,1,3534,30,"Colombia Cauca","Natural","SCA Score: 90"
4,221,14,2,3534,30,"Colombia Cauca","Natural","SCA Score: 80"
3,221,14,3,3534,11,"Colombia Cauca","Natural","SCA Score: 80"
5,221,15,1,3535,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,221,15,2,3535,11,"Colombia Cauca","Natural","SCA Score: 90"
10,221,15,3,3535,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,221,16,1,3536,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,221,16,2,3536,11,"Colombia Cauca","Washed","SCA Score: 80"
11,221,16,3,3536,11,"Colombia Cauca","Natural","SCA Score: 90"
3,222,1,1,3537,11,"Colombia Cauca","Natural","SCA Score: 80"
8,222,1,2,3537,30,"Colombia Cauca","Washed","SCA Score: 80"
9,222,1,3,3537,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,222,2,1,3538,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,222,2,2,3538,11,"Colombia Cauca","Natural","SCA Score: 80"
1,222,2,3,3538,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,222,3,1,3539,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,222,3,2,3539,30,"Colombia Cauca","Washed","SCA Score: 90"
8,222,3,3,3539,30,"Colombia Cauca","Washed","SCA Score: 80"
4,222,4,1,3540,30,"Colombia Cauca","Natural","SCA Score: 80"
10,222,4,2,3540,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,222,4,3,3540,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,222,5,1,3541,30,"Colombia Cauca","Washed","SCA Score: 80"
6,222,5,2,3541,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,222,5,3,3541,11,"Colombia Cauca","Washed","SCA Score: 80"
6,222,6,1,3542,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,222,6,2,3542,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,222,6,3,3542,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,222,7,1,3543,11,"Colombia Cauca","Natural","SCA Score: 90"
12,222,7,2,3543,30,"Colombia Cauca","Natural","SCA Score: 90"
6,222,7,3,3543,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,222,8,1,3544,30,"Colombia Cauca","Washed","SCA Score: 90"
1,222,8,2,3544,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,222,8,3,3544,11,"Colombia Cauca","Washed","SCA Score: 90"
9,222,9,1,3545,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,222,9,2,3545,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,222,9,3,3545,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,222,10,1,3546,11,"Colombia Cauca","Washed","SCA Score: 90"
9,222,10,2,3546,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,222,10,3,3546,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,222,11,1,3547,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,222,11,2,3547,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,222,11,3,3547,30,"Colombia Cauca","Natural","SCA Score: 90"
10,222,12,1,3548,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,222,12,2,3548,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,222,12,3,3548,30,"Colombia Cauca","Natural","SCA Score: 80"
7,222,13,1,3549,11,"Colombia Cauca","Washed","SCA Score: 80"
15,222,13,2,3549,11,"Colombia Cauca","Washed","SCA Score: 90"
16,222,13,3,3549,30,"Colombia Cauca","Washed","SCA Score: 90"
12,222,14,1,3550,30,"Colombia Cauca","Natural","SCA Score: 90"
4,222,14,2,3550,30,"Colombia Cauca","Natural","SCA Score: 80"
3,222,14,3,3550,11,"Colombia Cauca","Natural","SCA Score: 80"
5,222,15,1,3551,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,222,15,2,3551,11,"Colombia Cauca","Natural","SCA Score: 90"
10,222,15,3,3551,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,222,16,1,3552,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,222,16,2,3552,11,"Colombia Cauca","Washed","SCA Score: 80"
11,222,16,3,3552,11,"Colombia Cauca","Natural","SCA Score: 90"
3,223,1,1,3553,11,"Colombia Cauca","Natural","SCA Score: 80"
8,223,1,2,3553,30,"Colombia Cauca","Washed","SCA Score: 80"
9,223,1,3,3553,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,223,2,1,3554,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,223,2,2,3554,11,"Colombia Cauca","Natural","SCA Score: 80"
1,223,2,3,3554,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,223,3,1,3555,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,223,3,2,3555,30,"Colombia Cauca","Washed","SCA Score: 90"
8,223,3,3,3555,30,"Colombia Cauca","Washed","SCA Score: 80"
4,223,4,1,3556,30,"Colombia Cauca","Natural","SCA Score: 80"
10,223,4,2,3556,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,223,4,3,3556,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,223,5,1,3557,30,"Colombia Cauca","Washed","SCA Score: 80"
6,223,5,2,3557,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,223,5,3,3557,11,"Colombia Cauca","Washed","SCA Score: 80"
6,223,6,1,3558,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,223,6,2,3558,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,223,6,3,3558,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,223,7,1,3559,11,"Colombia Cauca","Natural","SCA Score: 90"
12,223,7,2,3559,30,"Colombia Cauca","Natural","SCA Score: 90"
6,223,7,3,3559,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,223,8,1,3560,30,"Colombia Cauca","Washed","SCA Score: 90"
1,223,8,2,3560,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,223,8,3,3560,11,"Colombia Cauca","Washed","SCA Score: 90"
9,223,9,1,3561,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,223,9,2,3561,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,223,9,3,3561,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,223,10,1,3562,11,"Colombia Cauca","Washed","SCA Score: 90"
9,223,10,2,3562,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,223,10,3,3562,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,223,11,1,3563,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,223,11,2,3563,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,223,11,3,3563,30,"Colombia Cauca","Natural","SCA Score: 90"
10,223,12,1,3564,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,223,12,2,3564,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,223,12,3,3564,30,"Colombia Cauca","Natural","SCA Score: 80"
7,223,13,1,3565,11,"Colombia Cauca","Washed","SCA Score: 80"
15,223,13,2,3565,11,"Colombia Cauca","Washed","SCA Score: 90"
16,223,13,3,3565,30,"Colombia Cauca","Washed","SCA Score: 90"
12,223,14,1,3566,30,"Colombia Cauca","Natural","SCA Score: 90"
4,223,14,2,3566,30,"Colombia Cauca","Natural","SCA Score: 80"
3,223,14,3,3566,11,"Colombia Cauca","Natural","SCA Score: 80"
5,223,15,1,3567,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,223,15,2,3567,11,"Colombia Cauca","Natural","SCA Score: 90"
10,223,15,3,3567,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,223,16,1,3568,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,223,16,2,3568,11,"Colombia Cauca","Washed","SCA Score: 80"
11,223,16,3,3568,11,"Colombia Cauca","Natural","SCA Score: 90"
3,224,1,1,3569,11,"Colombia Cauca","Natural","SCA Score: 80"
8,224,1,2,3569,30,"Colombia Cauca","Washed","SCA Score: 80"
9,224,1,3,3569,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,224,2,1,3570,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,224,2,2,3570,11,"Colombia Cauca","Natural","SCA Score: 80"
1,224,2,3,3570,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,224,3,1,3571,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,224,3,2,3571,30,"Colombia Cauca","Washed","SCA Score: 90"
8,224,3,3,3571,30,"Colombia Cauca","Washed","SCA Score: 80"
4,224,4,1,3572,30,"Colombia Cauca","Natural","SCA Score: 80"
10,224,4,2,3572,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,224,4,3,3572,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,224,5,1,3573,30,"Colombia Cauca","Washed","SCA Score: 80"
6,224,5,2,3573,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,224,5,3,3573,11,"Colombia Cauca","Washed","SCA Score: 80"
6,224,6,1,3574,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,224,6,2,3574,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,224,6,3,3574,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,224,7,1,3575,11,"Colombia Cauca","Natural","SCA Score: 90"
12,224,7,2,3575,30,"Colombia Cauca","Natural","SCA Score: 90"
6,224,7,3,3575,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,224,8,1,3576,30,"Colombia Cauca","Washed","SCA Score: 90"
1,224,8,2,3576,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,224,8,3,3576,11,"Colombia Cauca","Washed","SCA Score: 90"
9,224,9,1,3577,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,224,9,2,3577,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,224,9,3,3577,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,224,10,1,3578,11,"Colombia Cauca","Washed","SCA Score: 90"
9,224,10,2,3578,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,224,10,3,3578,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,224,11,1,3579,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,224,11,2,3579,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,224,11,3,3579,30,"Colombia Cauca","Natural","SCA Score: 90"
10,224,12,1,3580,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,224,12,2,3580,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,224,12,3,3580,30,"Colombia Cauca","Natural","SCA Score: 80"
7,224,13,1,3581,11,"Colombia Cauca","Washed","SCA Score: 80"
15,224,13,2,3581,11,"Colombia Cauca","Washed","SCA Score: 90"
16,224,13,3,3581,30,"Colombia Cauca","Washed","SCA Score: 90"
12,224,14,1,3582,30,"Colombia Cauca","Natural","SCA Score: 90"
4,224,14,2,3582,30,"Colombia Cauca","Natural","SCA Score: 80"
3,224,14,3,3582,11,"Colombia Cauca","Natural","SCA Score: 80"
5,224,15,1,3583,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,224,15,2,3583,11,"Colombia Cauca","Natural","SCA Score: 90"
10,224,15,3,3583,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,224,16,1,3584,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,224,16,2,3584,11,"Colombia Cauca","Washed","SCA Score: 80"
11,224,16,3,3584,11,"Colombia Cauca","Natural","SCA Score: 90"
3,225,1,1,3585,11,"Colombia Cauca","Natural","SCA Score: 80"
8,225,1,2,3585,30,"Colombia Cauca","Washed","SCA Score: 80"
9,225,1,3,3585,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,225,2,1,3586,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,225,2,2,3586,11,"Colombia Cauca","Natural","SCA Score: 80"
1,225,2,3,3586,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,225,3,1,3587,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,225,3,2,3587,30,"Colombia Cauca","Washed","SCA Score: 90"
8,225,3,3,3587,30,"Colombia Cauca","Washed","SCA Score: 80"
4,225,4,1,3588,30,"Colombia Cauca","Natural","SCA Score: 80"
10,225,4,2,3588,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,225,4,3,3588,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,225,5,1,3589,30,"Colombia Cauca","Washed","SCA Score: 80"
6,225,5,2,3589,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,225,5,3,3589,11,"Colombia Cauca","Washed","SCA Score: 80"
6,225,6,1,3590,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,225,6,2,3590,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,225,6,3,3590,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,225,7,1,3591,11,"Colombia Cauca","Natural","SCA Score: 90"
12,225,7,2,3591,30,"Colombia Cauca","Natural","SCA Score: 90"
6,225,7,3,3591,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,225,8,1,3592,30,"Colombia Cauca","Washed","SCA Score: 90"
1,225,8,2,3592,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,225,8,3,3592,11,"Colombia Cauca","Washed","SCA Score: 90"
9,225,9,1,3593,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,225,9,2,3593,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,225,9,3,3593,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,225,10,1,3594,11,"Colombia Cauca","Washed","SCA Score: 90"
9,225,10,2,3594,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,225,10,3,3594,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,225,11,1,3595,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,225,11,2,3595,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,225,11,3,3595,30,"Colombia Cauca","Natural","SCA Score: 90"
10,225,12,1,3596,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,225,12,2,3596,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,225,12,3,3596,30,"Colombia Cauca","Natural","SCA Score: 80"
7,225,13,1,3597,11,"Colombia Cauca","Washed","SCA Score: 80"
15,225,13,2,3597,11,"Colombia Cauca","Washed","SCA Score: 90"
16,225,13,3,3597,30,"Colombia Cauca","Washed","SCA Score: 90"
12,225,14,1,3598,30,"Colombia Cauca","Natural","SCA Score: 90"
4,225,14,2,3598,30,"Colombia Cauca","Natural","SCA Score: 80"
3,225,14,3,3598,11,"Colombia Cauca","Natural","SCA Score: 80"
5,225,15,1,3599,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,225,15,2,3599,11,"Colombia Cauca","Natural","SCA Score: 90"
10,225,15,3,3599,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,225,16,1,3600,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,225,16,2,3600,11,"Colombia Cauca","Washed","SCA Score: 80"
11,225,16,3,3600,11,"Colombia Cauca","Natural","SCA Score: 90"
3,226,1,1,3601,11,"Colombia Cauca","Natural","SCA Score: 80"
8,226,1,2,3601,30,"Colombia Cauca","Washed","SCA Score: 80"
9,226,1,3,3601,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,226,2,1,3602,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,226,2,2,3602,11,"Colombia Cauca","Natural","SCA Score: 80"
1,226,2,3,3602,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,226,3,1,3603,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,226,3,2,3603,30,"Colombia Cauca","Washed","SCA Score: 90"
8,226,3,3,3603,30,"Colombia Cauca","Washed","SCA Score: 80"
4,226,4,1,3604,30,"Colombia Cauca","Natural","SCA Score: 80"
10,226,4,2,3604,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,226,4,3,3604,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,226,5,1,3605,30,"Colombia Cauca","Washed","SCA Score: 80"
6,226,5,2,3605,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,226,5,3,3605,11,"Colombia Cauca","Washed","SCA Score: 80"
6,226,6,1,3606,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,226,6,2,3606,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,226,6,3,3606,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,226,7,1,3607,11,"Colombia Cauca","Natural","SCA Score: 90"
12,226,7,2,3607,30,"Colombia Cauca","Natural","SCA Score: 90"
6,226,7,3,3607,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,226,8,1,3608,30,"Colombia Cauca","Washed","SCA Score: 90"
1,226,8,2,3608,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,226,8,3,3608,11,"Colombia Cauca","Washed","SCA Score: 90"
9,226,9,1,3609,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,226,9,2,3609,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,226,9,3,3609,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,226,10,1,3610,11,"Colombia Cauca","Washed","SCA Score: 90"
9,226,10,2,3610,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,226,10,3,3610,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,226,11,1,3611,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,226,11,2,3611,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,226,11,3,3611,30,"Colombia Cauca","Natural","SCA Score: 90"
10,226,12,1,3612,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,226,12,2,3612,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,226,12,3,3612,30,"Colombia Cauca","Natural","SCA Score: 80"
7,226,13,1,3613,11,"Colombia Cauca","Washed","SCA Score: 80"
15,226,13,2,3613,11,"Colombia Cauca","Washed","SCA Score: 90"
16,226,13,3,3613,30,"Colombia Cauca","Washed","SCA Score: 90"
12,226,14,1,3614,30,"Colombia Cauca","Natural","SCA Score: 90"
4,226,14,2,3614,30,"Colombia Cauca","Natural","SCA Score: 80"
3,226,14,3,3614,11,"Colombia Cauca","Natural","SCA Score: 80"
5,226,15,1,3615,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,226,15,2,3615,11,"Colombia Cauca","Natural","SCA Score: 90"
10,226,15,3,3615,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,226,16,1,3616,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,226,16,2,3616,11,"Colombia Cauca","Washed","SCA Score: 80"
11,226,16,3,3616,11,"Colombia Cauca","Natural","SCA Score: 90"
3,227,1,1,3617,11,"Colombia Cauca","Natural","SCA Score: 80"
8,227,1,2,3617,30,"Colombia Cauca","Washed","SCA Score: 80"
9,227,1,3,3617,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,227,2,1,3618,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,227,2,2,3618,11,"Colombia Cauca","Natural","SCA Score: 80"
1,227,2,3,3618,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,227,3,1,3619,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,227,3,2,3619,30,"Colombia Cauca","Washed","SCA Score: 90"
8,227,3,3,3619,30,"Colombia Cauca","Washed","SCA Score: 80"
4,227,4,1,3620,30,"Colombia Cauca","Natural","SCA Score: 80"
10,227,4,2,3620,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,227,4,3,3620,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,227,5,1,3621,30,"Colombia Cauca","Washed","SCA Score: 80"
6,227,5,2,3621,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,227,5,3,3621,11,"Colombia Cauca","Washed","SCA Score: 80"
6,227,6,1,3622,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,227,6,2,3622,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,227,6,3,3622,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,227,7,1,3623,11,"Colombia Cauca","Natural","SCA Score: 90"
12,227,7,2,3623,30,"Colombia Cauca","Natural","SCA Score: 90"
6,227,7,3,3623,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,227,8,1,3624,30,"Colombia Cauca","Washed","SCA Score: 90"
1,227,8,2,3624,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,227,8,3,3624,11,"Colombia Cauca","Washed","SCA Score: 90"
9,227,9,1,3625,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,227,9,2,3625,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,227,9,3,3625,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,227,10,1,3626,11,"Colombia Cauca","Washed","SCA Score: 90"
9,227,10,2,3626,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,227,10,3,3626,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,227,11,1,3627,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,227,11,2,3627,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,227,11,3,3627,30,"Colombia Cauca","Natural","SCA Score: 90"
10,227,12,1,3628,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,227,12,2,3628,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,227,12,3,3628,30,"Colombia Cauca","Natural","SCA Score: 80"
7,227,13,1,3629,11,"Colombia Cauca","Washed","SCA Score: 80"
15,227,13,2,3629,11,"Colombia Cauca","Washed","SCA Score: 90"
16,227,13,3,3629,30,"Colombia Cauca","Washed","SCA Score: 90"
12,227,14,1,3630,30,"Colombia Cauca","Natural","SCA Score: 90"
4,227,14,2,3630,30,"Colombia Cauca","Natural","SCA Score: 80"
3,227,14,3,3630,11,"Colombia Cauca","Natural","SCA Score: 80"
5,227,15,1,3631,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,227,15,2,3631,11,"Colombia Cauca","Natural","SCA Score: 90"
10,227,15,3,3631,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,227,16,1,3632,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,227,16,2,3632,11,"Colombia Cauca","Washed","SCA Score: 80"
11,227,16,3,3632,11,"Colombia Cauca","Natural","SCA Score: 90"
3,228,1,1,3633,11,"Colombia Cauca","Natural","SCA Score: 80"
8,228,1,2,3633,30,"Colombia Cauca","Washed","SCA Score: 80"
9,228,1,3,3633,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,228,2,1,3634,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,228,2,2,3634,11,"Colombia Cauca","Natural","SCA Score: 80"
1,228,2,3,3634,11,"Brazil Central Plateau","Natural","SCA Score: 80"
